"","PFCF.ratio","PB.ratio","PTB.ratio","EV.to.Sales","Enterprise.Value.over.EBITDA","EV.to.Operating.cash.flow","EV.to.Free.cash.flow","Earnings.Yield","Free.Cash.Flow.Yield","Debt.to.Equity","Inventory.Turnover","ROE","Capex.per.Share","Gross.Profit.Growth","EBIT.Growth","Operating.Income.Growth","Net.Income.Growth","EPS.Growth","EPS.Diluted.Growth","Weighted.Average.Shares.Growth","Weighted.Average.Shares.Diluted.Growth","Dividends.per.Share.Growth","Operating.Cash.Flow.growth","Free.Cash.Flow.growth","X10Y.Revenue.Growth..per.Share.","X5Y.Revenue.Growth..per.Share.","X3Y.Revenue.Growth..per.Share.","X10Y.Operating.CF.Growth..per.Share.","X5Y.Operating.CF.Growth..per.Share.","X3Y.Operating.CF.Growth..per.Share.","X10Y.Net.Income.Growth..per.Share.","X5Y.Net.Income.Growth..per.Share.","X3Y.Net.Income.Growth..per.Share.","X10Y.Shareholders.Equity.Growth..per.Share.","X5Y.Shareholders.Equity.Growth..per.Share.","X3Y.Shareholders.Equity.Growth..per.Share.","X10Y.Dividend.per.Share.Growth..per.Share.","X5Y.Dividend.per.Share.Growth..per.Share.","X3Y.Dividend.per.Share.Growth..per.Share.","Receivables.growth","Inventory.Growth","Asset.Growth","Book.Value.per.Share.Growth","Debt.Growth","R.D.Expense.Growth","X2015.PRICE.VAR...."
"1633",21.9294,5.1443,54.1047,4.2311,12.5207,14.5285,21.5825,0.037,0.0458,0.0094,0,0.193,-1.3158,0.0702,0.1483,0.1497,0.114,0.1282,0.1289,-0.0136,-0.0141,0.5,0.1051,0.087,0.102,0.093,0.0711,0.1229,0.1039,0.1295,0.1217,0.1241,0.1121,0.0868,0.0888,0.0365,0.188,0.2129,0.2806,-0.0312,0,0.005,-0.0345,-0.4027,0.0561,27.3238587771978
"706",0,1.2926,1.2926,0,0,-26.2556,-26.1832,-0.2101,-0.0308,0,0,-0.2714,-0.0092,0,-2.2583,-2.2683,-2.1923,0.3811,0.3811,4.1624,4.1624,0,-1.7871,-1.7934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.0476,2.8141,0,2.1788,-1.08614572000266
"717",150.8227,2.0191,4.8391,0.8213,11.5876,36.5715,146.5361,0.0461,0.0066,0.0286,0,0.0957,-0.4839,0.2361,-0.2234,0.1688,-0.3605,-0.3672,-0.3642,0.0068,0.0035,0,-0.7434,-0.9338,NA,-0.2141,0.1029,NA,0,-0.2425,NA,-0.0333,0,NA,-0.1698,0.1345,NA,0,0,0.1137,0,0.1029,0.1162,0,0,-3.08076501671749
"1128",22.1364,2.888,4.6955,0.7184,8.9769,16.9691,19.8569,0.0634,0.0452,0,19.088,0.1831,-0.4072,0.108,0.1485,0.1409,0.171,0.1667,0.1632,0.0049,NA,-0.0588,0.0289,0.0531,0.0561,0.1923,0.1642,0.0685,0.2616,0.1085,0.0625,0.6113,0.2084,0.0743,0.076,0.0699,0.358,0.4697,0.6869,0.1356,0.4137,0.0606,0.09,0,0,3.23213581485349
"1851",7.6202,1.7178,8.5619,1.0038,7.7999,8.5626,9.1939,0.0549,0.1312,0.3552,9.5643,0.0942,-0.3188,0.0787,-0.1666,-0.1626,-0.1526,-0.1562,-0.1542,0.0046,0.0052,0.1176,-0.1216,-0.1127,0.0505,-0.1673,-0.1064,0,0.1432,0.1188,0.1671,-0.0504,-0.0271,0.2222,0.1421,0.1183,0.132,0.1487,0.1348,-0.2423,0.2556,-0.0662,0.095,-0.3656,0,-8.71503380349717
"767",8.9937,0,0,24.3764,0,49.8897,51.9586,-0.4681,0.0148,-0.2777,0,0.2116,-0.4334,0,0.2001,0.1827,0.1068,0.1075,0.1075,1e-04,1e-04,0,1.2636,1.2528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.7797,-0.2693,2.66,0.2594,-1.70212603629904
"2356",0,NA,NA,NA,NA,NA,NA,0.0453,NA,0.2896,0,0.0501,-8.8674,0.5252,1.8341,1.6431,2.2164,1.9401,1.9948,-0.0843,NA,-0.1729,0.1394,-6.1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0738,0.0876,0,0.1838,0.0945,0.554,0,-43.1266903275967
"1050",17.4911,NA,NA,NA,NA,NA,NA,0.0811,NA,0.1184,13.3293,0.2173,-3.5004,0.0851,0.3397,0.4099,0.2056,0.2876,0.284,-0.063,-0.0615,0.1875,0.0993,-0.0508,NA,0.1638,0.1028,NA,0.416,0.3774,NA,0,0.2748,NA,0.0426,0.0588,NA,0.76,0.1498,0.0133,-0.0425,0.0047,-0.0397,1.748,0,-23.6948584891648
"2664",0,NA,NA,NA,NA,NA,NA,0.0788,0.2721,1.9211,0,0.1246,-1.144,0.0048,-0.0729,-0.0784,-0.039,-0.0345,-0.0359,-0.0903,0.0794,-0.0979,-1.2374,-1.314,0.021,0.0841,0.0639,0,0,0,0.0175,0.1322,0.0903,0.0557,0.0572,0.0626,0.1044,0.0536,-0.1154,0,0,0.0172,0.079,0.0472,0,-14.2035589919894
"192",14.3202,1.9639,1.9639,1.1709,9.515,10.8869,14.9183,0.0537,0.0698,0.2305,7.3831,0.1144,-0.631,4.1059,12.8371,4.8331,4.1373,3.9111,3.8889,0.003,NA,0,9.5325,2.5805,-0.0414,0.1744,0.1277,-0.0342,0.4054,0,0.0312,0,1.2406,0.0034,0.0149,0.0235,0,0,0,0.0942,0.1831,0.1187,0.0987,0.0014,0,-82.0762364004727
"1304",25.0762,NA,NA,NA,NA,NA,NA,0.0428,-0.1103,0.0395,0,0.1405,-2.8261,1.2223,3.6059,1.5562,0.4502,0.0012,0.051,0.3961,0.3493,0,7.4119,9.9256,NA,NA,0.1873,NA,NA,0.3427,NA,NA,0.9806,NA,NA,NA,NA,NA,0,0.1661,0,0.3487,-0.0515,0.0038,1.0278,18.6540717106766
"910",0,1.3654,2.5876,1605.7719,0,-8.1181,-8.12,-0.1462,-0.1013,0.0042,0,-0.2358,-0.0209,-0.8666,-2.3472,-2.2012,-1.4432,0.5692,0.5943,0.273,4.3223,0,-0.8819,0.4049,0,0,3.4345,0,0,0,0,0,0,0,0,0,0,0,0,-0.8779,-1,28.3744,-3.036,1.1431,0.2203,-13.6842125340512
"2890",16.4333,0.9066,0.9313,6.4271,14.3666,18.9151,24.3163,0.0371,0.048,0.9984,0,0.0345,-0.3661,0.1047,-0.0839,-0.0828,-0.1172,-0.4658,-0.4583,0.6426,0.6241,0,2.1095,2.4924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4103,0.132,1.9318,0,-4.45825736656043
"2462",0,0.9003,0.9003,11.8171,0,-2.4576,-0.8401,-0.5,-0.6125,0,0,-0.4695,-0.0645,-0.0571,-0.3658,-0.2301,-0.3717,-0.3333,-0.3333,-1e-04,-1e-04,0,-15.896,-3.0008,-0.1941,-0.5244,-0.4264,0,0,0,0,0,0,0.1147,-0.315,-0.5144,0,-1,0,3.6502,0,0.3879,-0.2937,0,0,6.25000349245973
"1808",0,NA,NA,NA,NA,NA,NA,0.0326,9.834,0.5817,25.3187,0.0126,-50186.4245,0.2111,1.1891,1.1869,1.0565,1.0354,1.0354,0.5589,0.5589,-0.7728,-0.197,0.4743,NA,NA,-0.1551,NA,NA,-0.1501,NA,NA,-0.3548,NA,NA,-0.2796,NA,0,0.0435,0.294,0.1746,0.2922,2e-04,0.0056,0,-60.3252028529727
"2109",0,0.7485,0.8195,4.212,6.6243,-3.5906,-3.7561,-0.5686,-0.0796,0.6119,0,0.0234,-3.3594,-0.1732,0.1979,0.5149,1.2656,-0.5309,-0.525,0.0043,0.1843,0,0.2062,-0.1317,NA,-0.0052,0.0635,NA,0,0,NA,-0.1211,-0.3935,NA,0.0419,0.0174,NA,0,0,-0.3736,0,0.0734,0.3349,0.2154,0,-29.5103140611654
"3584",0,1.8701,0,1.5432,0,-8.2903,-8.0184,-0.103,-0.1312,0.1544,8.2438,-0.067,-0.0526,1.434,0.35,-0.0359,0.3725,0.4654,0.4654,0.192,0.192,0,-0.7558,-0.7862,-0.1584,0.0779,0.1503,0,0,0,0,0,0,-0.0907,-0.1896,0.1831,0,0,0,4.4627,1.7517,1.4225,1.5483,0,0.1476,-42.4460415859645
"3047",3.8859,NA,NA,NA,NA,NA,NA,-0.8766,0.1662,0,0,-0.1282,0.3294,-1,-2.2273,-1.0461,-2.7202,-2.7081,-2.7081,-0.0207,-0.0207,0,1.6867,1.6876,NA,-1,-1,NA,-0.0351,-0.2163,NA,0,0,NA,0.3579,0.0249,NA,0,0,-0.5301,1.9892,-0.0561,-0.131,0,0,-18.3486210438009
"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6222890503577
"3282",0,0,0,7.2067,0,-30.5806,-20.5706,-0.3718,-0.0397,0,NA,0.6767,-0.5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.41176650103401
"1531",0,1.3148,0,1.1973,0,138.4117,-182.7034,-0.2637,-0.0169,2.9269,12.5082,-0.3477,-0.2014,-0.1227,-4.4554,-0.7088,-1.0968,-1.0769,-1.0769,0.0141,0.0141,0,-0.678,-1.6944,-0.1061,-0.1125,-0.2019,-0.1639,-0.4127,0.0791,0,0,0,-0.1854,-0.154,-0.3011,0,0,0,-0.1817,-0.3646,-0.0702,-0.2523,0.0183,-0.0558,-17.8356694851343
"3696",31.002,1.3722,1.9921,0.4428,44.1328,15.4088,31.3737,-0.039,0.0322,0.1545,8.6466,-0.0525,-0.2055,-0.2123,1.4945,6.1994,-11.1983,-13,-13,0.0171,0.0202,0,2.9384,1.341,0.0047,-0.0108,-0.0278,-0.1226,-0.0363,-0.1803,0,0,0,-0.0083,-0.0476,-0.0241,0,0,0,-0.033,0.0598,0.1684,-0.0604,8.9068,-0.4253,12.7303225392147
"505",32.1071,67.0173,0,1.3407,9.1338,15.7703,88.0675,0.0035,0.0299,111.4523,0,0.2566,-1.2194,0.1015,-0.1041,0.2225,-0.3509,-0.4,-0.4,0.0493,0.0838,0,-0.0816,-0.278,0.1009,0.036,0.0372,0.06,-0.0692,-0.0125,0,0,-0.4427,0,0,0,0,0,0,0.1212,0,0.0251,66.5,0.0275,0,-28.6374141197542
"829",0,1.9432,1.9432,0,0,-6.1235,-6.0833,-0.2296,-0.1279,0.4119,0,-0.4465,-0.0084,0,-0.4183,-0.4547,-0.1227,0.9951,0.9951,229.2666,229.2666,0,-0.114,0.1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.806,1.0022,-0.003,0.46,54.4303791738057
"3617",0,1.0828,1.2549,0.9307,6.2162,-19.0084,-13.8928,0.0569,-0.0436,0,2.6002,0.062,-0.1544,0.0571,2.4928,2.3281,2.9753,2.9737,2.9737,-0.0038,-0.0028,0.1933,-1.3626,-1.6319,0.0272,0.0101,-0.0415,0,0,0,0,0.0974,-0.1931,0.0429,0.0443,0.0044,0.0909,0.1748,0.2351,0.0317,-0.0153,-0.0834,0.0418,0,0,-9.73599004626201
"703",0,9.3663,9.3666,13.4518,0,-1.8043,-1.7821,-0.3353,-0.286,NA,NA,NA,-0.0268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.3413893363939
"2522",15.9542,2.045,34.0594,4.1319,13.7992,17.7169,19.9281,0.0574,0.0627,0.8079,0,0.1187,-0.3092,0.1082,0.0046,0.1399,0.0508,0.081,0.081,-0.0281,NA,0.1498,0.5386,0.5422,NA,0.1429,0.106,NA,0.2692,0.0921,NA,0.2498,0.1233,NA,0.0369,0.0239,0.1172,0.1909,0.2691,-0.0348,0,0.0612,0.0208,0.1657,0,-11.2574952081885
"1990",11.9387,1.158,1.2045,14.3344,14.9212,89.2464,-30.1015,0.0292,0.0837,0.6568,0,0.0339,0.226,0.013,0.4303,-0.0603,4.8928,5.1667,5.1667,-0.0688,-0.0684,3,0.0851,-0.6414,-0.0393,-0.0155,0.0604,-0.0414,-0.0224,-0.0266,0,0.1641,0.2112,-0.1282,-0.0118,-0.039,0,0,0,0.0201,0,0.0309,0.053,0.1157,0,-3.08570897852755
"3714",0,NA,NA,NA,NA,NA,NA,-0.2083,-0.2369,0,8.0195,-0.1404,0.0359,-0.1241,0.2338,0.181,0.2116,0,0,-0.0511,-0.0511,0,0.5508,0.6033,-9e-04,-0.0712,-0.1464,0,0,0,0,0,0,-0.0102,-0.0418,-0.1054,0,0,0,-0.3227,0.1975,-0.1505,-0.1073,0,-0.19,-41.4937794022777
"2668",0.0044,NA,NA,NA,NA,NA,NA,0.1016,-0.5705,1.7164,0,0.0518,-1189989.465,0.8849,0.0095,0.0736,0.0708,0.06,0.0601,-0.0379,0.091,0,1.4968,1.4165,-0.2523,-0.4666,-0.2441,-0.0513,-0.0659,0,0.0191,0.1059,-0.1946,0.121,0.0463,0.0181,0,0,0,0,0,0.0154,0.0114,0.0675,0,-10.9797305360618
"627",15.9706,2.6727,3.3841,1.8275,9.6865,10.5376,16.4391,0.086,0.0621,0.2388,4.2668,0.2281,-0.7582,0.203,0.0924,0.136,1.2112,1.1628,1.1548,0.0203,0.024,0,0.7619,3.0368,-0.023,0.0871,0.1197,0.0124,0.1242,0.1754,0,0.3928,0.7105,-0.059,0.1825,0.3386,-1,0,0,0.0417,-0.0482,0.0623,0.1713,-0.2429,0.2588,118.211308244068
"3217",21.8342,1.1127,1.1487,1.8782,9.884,6.7712,17.1272,0.0403,0.0458,0.0638,11.3359,0.0444,-0.7481,-0.0014,-0.256,-0.1567,-0.271,-0.2712,-0.2759,0.0044,0.0041,0,0.9387,2.6817,0.082,0.0225,0.056,0.0612,0.0356,0.2821,-0.0234,0.0032,0.0051,0.0858,0.0238,0.028,0.0041,0.0139,0,-0.3179,0.0702,-0.0297,0.0117,0.7291,0,15.2172066103673
"122",0,NA,NA,NA,NA,NA,NA,-0.0316,0.0909,1.1322,0.8394,-0.0372,-13.523,-0.3185,-2.2047,-2.342,-2.2659,-2.307,-2.307,-0.0263,-0.0271,0,0.4163,0.5678,NA,-0.0857,-0.1021,NA,0,0,NA,0,0,NA,0.0062,-0.0074,0,0,0,0.4143,0.0921,-0.0844,-0.0201,0.008,-0.0464,-3.37837833483956
"2941",11.359,1.945,1.945,6.7794,12.5766,14.7885,15.1175,0.0734,0.088,1.4208,0,0.143,-0.1426,0.0666,0.1024,0.1024,0.1864,0.2255,0.2255,0.0027,NA,0.1667,0.1238,0.1326,0.0309,0.1945,0.0829,0.0195,0.1015,0.0314,0.0116,0,0.1256,0.0412,0.0274,0.0725,-0.0264,0.4034,0.4231,0,0,0.1202,0.1309,0.3405,0,25.1343323029185
"1666",0,NA,NA,NA,NA,NA,NA,0.0935,-0.6313,1.5949,48.3947,0.1065,-2.0976,0.2582,0.184,0.2367,0.3768,0.32,0.2525,0.0427,0.2235,0.3932,-0.0551,-1.5541,-0.0608,-0.0586,-0.0201,-0.0506,-0.0384,-0.1181,-0.0934,-0.1305,-0.0741,0.0343,0.0371,0.0449,0.045,0.0632,0.0169,0.6473,0.0484,-0.0015,-0.0719,0.0226,0,25.6436161096423
"141",0,0,0,3.5941,0,-3.9047,-3.5326,-0.5625,-0.3486,-2.1326,0,2.9976,-0.0747,2.4441,0.1692,0.1754,0.1154,0.4706,0.4706,0.7564,0.7564,0,0.1897,0.1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5617,0,0.0248,-2.2684,2.6235,0,-21.1111144224801
"1427",0,1.7841,1.7841,1.0295,16.0623,-16.4327,-13.1398,0.0056,-0.0468,0,63.3855,0.0086,-0.0327,-0.0756,-0.7901,-0.8052,-0.847,-0.8,-0.8,-0.0517,-0.0409,0,-1.4142,-1.5527,0.0232,0.0184,0.2253,0,0,0,0,-0.4158,-0.8293,0.1655,0.2029,0.0204,0,0,-1,0.7476,0.7036,-0.0347,-0.0102,0,0,-19.3820203816632
"3631",0,2.7462,2.7969,2.0227,0,-11.0997,-8.4478,-0.0948,-0.1061,0,6.4127,-0.2495,-0.0603,-0.1235,-0.0149,-0.0094,0.6263,0.6333,0.6333,0.0312,0.0312,0,-4.8722,-1.272,0.0656,-0.0626,-0.0672,0,0,0,0,0,0,-0.1028,0.3732,-0.1714,0,0,0,-0.0637,0.3355,-0.1238,-0.1488,0,-0.1019,-41.6666699780357
"2581",44.3779,2.0154,2.5823,18.558,65.0971,54.2603,66.4422,0.01,0.0224,1.0355,0,0.0206,-0.0392,0.0049,0.6452,-0.1742,0.5659,0.5714,0.5714,-0.0054,-0.0048,0,-0.1309,-0.2287,0.0236,0.0836,0.0542,0.0326,0.0613,-0.027,-0.0481,0.1073,0.0978,0.0269,0.0161,0.0112,0,-1,-1,0,0,0.1159,0.0633,0.7806,0,28.5643335394292
"1242",216.3742,3.2217,0,2.7103,33.7276,40.0899,690.9905,-0.0811,0.0017,1.7815,8.9092,0.0414,-2.6548,0.0582,0.7727,0.2978,0.1718,0.1712,0.1712,-8e-04,-8e-04,0,0.1038,-3.4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2638,0.0382,0.0403,0.0024,-0.0398,0,-57.6883376452077
"3131",6.662,1.1275,1.1524,6.0392,12.8623,13.6824,14.7579,0.0869,0.1408,2.0031,0,0.0914,-0.0691,0.0809,0.2436,0.2436,0.5527,0.49,0.527,0.0409,0.0173,2.3704,0.0238,0.6707,0.0176,0.0716,0.0472,0.0126,0.1866,-0.1255,0.0068,0,0.3294,0.057,-0.013,-0.0382,-0.0188,0,0,0,0,0.0952,0.1783,0.147,0,35.9046644913693
"1016",0,NA,NA,NA,NA,NA,NA,0.0436,NA,0.9809,232.67,0.1419,-2.3936,-0.0464,-0.0721,-0.1839,-0.0458,-0.044,-0.0443,-0.0013,-0.0022,0,-0.2234,-1.7476,NA,0.2624,0.0687,NA,0,0.0536,NA,0,0.262,NA,0.0873,0.1218,NA,0,0,-0.1152,0.272,0.1837,0.0106,0.4942,0,-30.0768182393305
"197",32.7273,3.2638,4.7482,1.6352,8.0425,11.5622,39.1648,0.0672,0.0308,0.9663,8.5776,0.2214,-4.3738,0.1839,-0.3908,-0.498,-0.4332,-0.4185,-0.4211,-0.0239,-0.0199,0.7714,0.2625,-0.2623,-0.0725,0.0441,0.0045,-0.0264,0.0839,0.1497,0.0301,0.0304,0.1378,-0.1001,0.3484,0.2842,0,0.4219,0.6169,-0.1388,-0.0274,-0.0246,0.0696,-0.1113,0.0118,14.2451299185439
"378",0,0.2121,0.2335,0.2876,0.9842,4.0414,-1.1768,0.3682,-0.8147,0.0723,4.2437,0.0768,-28.1492,0.1488,-0.3792,-0.3623,-0.4301,-0.4969,-0.4969,0.1306,0.1306,0,-0.4823,-158.1723,NA,0.3129,0.0236,NA,0.0635,-0.2585,NA,0.0075,-0.1382,NA,0.4303,0.1263,NA,0,0,0.2126,1.1873,0.1273,-0.0107,0.4909,0,0.657899346157953
"998",16.705,3.5516,6.7307,1.9282,12.6957,13.0717,18.4921,0.0472,0.0599,0.7121,10.656,0.1692,-0.7683,-0.1374,-0.4343,-0.4404,-0.4481,-0.4406,-0.438,-0.0127,-0.0193,0.0556,0.2722,0.4071,0.0386,0.0333,-0.0076,0.0678,-3e-04,0.1077,0.0075,4e-04,-0.1294,0.0433,0.0436,0.0472,0.1294,0.1517,0.1822,-0.1315,-0.0125,0.0438,-0.0813,0.309,0,-5.2074735182721
"426",30.5571,7.4013,15.9354,8.1314,17.1048,26.8179,30.0449,0.0366,0.0328,0.054,13.2649,0.2715,-1.3367,0.4046,0.5933,0.5727,0.5759,0.5802,0.5839,-0.0021,-0.0046,0,0.2546,0.2512,0.2,0.2193,0.2537,0.1902,0.2718,0.2042,0.6664,0.2975,0.3459,0.0837,0.1613,0.1993,0,0,0,0.463,0.22,0.2066,0.2565,-0.021,0.3111,-10.4265964866194
"280",30.9578,3.4922,4.6661,3.0112,12.8666,14.353,37.9918,0.0387,0.0323,0.8307,14.7851,0.1346,-6.4067,0.0372,0.0293,0.0111,-0.0025,-0.0169,-0.015,0.0143,0.0137,0.0903,0.4101,27.6298,0.0456,0.0453,0.0262,0.078,0.1021,0.0864,0.0562,0.0916,-0.0674,0.0572,0.0869,0.0837,0.1125,0.1103,0.1064,0.0025,-1e-04,-0.004,0.0312,-0.0247,0.0456,-8.21974930187479
"1056",18.2835,0,0,1.5788,10.1013,18.755,24.7521,0.0563,0.0564,-5.1462,4.5865,-0.7088,-0.4787,0.0362,-0.0257,-0.0257,-0.058,0.0132,0.0203,-0.0684,-0.0723,0,0.0178,0.0608,NA,0.1009,0.0953,NA,0.0996,0.074,NA,0.2304,0.0962,NA,0,0,0,0,0,0.0234,0.0249,0.0278,-0.2274,0.0564,0,-8.52738734334984
"235",0,3.9667,4.053,4.5841,9.4825,19.5672,-152.5654,0.0571,-0.0075,0.7203,4.7475,0.2296,-1.8471,-0.0436,-0.1132,-0.1344,-0.1764,-0.1615,-0.1615,-0.0172,-0.0172,-0.3235,-0.2707,-2.1162,0.0714,0.0975,-0.0432,0.0212,0.0766,-0.1238,0.0377,0.0806,-0.1619,0.0821,0.09,0.1426,0.0148,0.0089,-0.425,0.0317,0.2387,0.0362,0.0673,-0.0057,0.4647,-7.09964967220543
"2155",265.8451,3.3678,5.2283,3.3153,6.7343,11.1999,-370.4907,0.0154,0.0155,1.1575,NA,0.0508,-0.4786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2970124787167
"231",0,4.0653,4.0653,0,0,-7.9853,-7.8651,-0.1638,-0.1348,0.4681,0,-0.6589,-0.0036,-1,-0.06,-0.047,-0.1881,-0.1154,-0.1154,0.044,0.044,0,-0.1013,-0.0925,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-0.1986,NA,NA,0,-1,0.9437,-0.1173,-0.3432,1.6525,-0.0849,-40.1129969377356
"966",72.7658,2.9479,3.0034,1.0536,10.5171,14.2445,87.3994,0.0312,0.0137,0.5988,9.9269,0.091,-0.5434,0.5294,1.9838,1.9307,1.1863,1.1832,1.1756,0.0136,0.0583,0,4.6369,1.1412,0.0769,0.0222,0.0026,-0.0339,-0.0606,0.2506,-0.0887,0.1155,0,-0.0397,-0.1557,-0.2245,-1,0,-1,-0.0702,0.0766,-0.0764,0.1262,-0.1864,0.2194,-29.3814451360768
"1600",506.1603,2.3134,3.0061,1.6752,16.8801,30.1228,523.1704,0.0125,0.002,0.3004,23.5902,0.0294,-0.7009,-0.443,-0.9151,-1.0309,-0.9151,-0.9126,-0.9121,-0.0306,-0.0348,0.1765,-0.4149,-0.9363,NA,-0.1147,-0.1894,NA,-0.1934,-0.2044,NA,-0.2662,-0.2591,NA,0,0.0944,NA,0,0,-0.4053,-0.9122,0.095,-0.1154,60.2745,-0.059,49.7133855847549
"1209",37.1357,4.1087,5.8055,1.1892,10.1492,18.3929,35.3336,0.0513,0.0271,0.3857,6.2105,0.2097,-1.2714,0.0922,0.4005,0.1657,-0.6806,-0.688,-0.6854,0.0263,0.0139,3.55,0.424,0.9969,-0.0251,0.0548,-7e-04,-0.0481,0.1331,0.3851,-0.0072,0,0.4828,-0.0352,0.3938,2.3072,-0.0273,0.5553,1.0878,0.118,0.1171,0.0736,0.0992,-0.0174,0.0418,0.173028124275697
"2849",3.4228,2.5079,2.5901,2.3351,9.1085,5.3837,5.6118,0.1305,0.2906,1.6447,0,0.3469,-0.6789,0.0632,0.0422,0.0671,0.0242,0.198,0.2,-0.1455,-0.1459,0,0.06,0.0596,0.1883,0.1794,0.2108,0.1944,0.19,0.2146,0.2005,0.2302,0.1937,0.1266,0.0914,0.0037,0,0,0,0,0,0.0503,-0.0183,0.263,0,-52.264542085161
"1207",20.9942,4.6684,123.2974,2.1101,14.3683,19.6698,22.778,0.0462,0.0472,0.3882,6.0159,0.2149,-0.1222,0.1783,-0.0896,-0.0101,0.1487,0.0714,0.0735,0.0632,0.0589,0,0.4548,0.52,NA,NA,0.0822,NA,NA,0.0851,NA,NA,0.1866,NA,NA,0.1607,NA,NA,0,0.161,0.3835,0.6385,0.3124,5.25,0.3106,3.37711646814853
"916",0,3.7965,3.7965,19.7631,0,-2.9642,-2.9194,-0.2663,-0.2381,0.0574,0,-0.9976,-0.0072,-0.4612,-1.1781,-1.1676,-1.1781,-0.2619,-0.2619,0.7243,0.7243,0,-1.0438,-0.9972,-0.4103,0,-0.197,0,0,0,0,0,0,-0.2473,0,-0.098,0,0,0,-0.5523,0,-0.211,-0.5825,0,0.7985,-7.69231239484366
"207",0,7.2206,15.0024,1.0891,11.172,13.1566,-41.4558,9.1587,-0.0549,0,NA,0.109,NA,-0.071,-0.0452,-0.0358,-0.0544,-0.0556,-0.0556,NA,NA,0,-0.3672,-1.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.128,2248.62082842859
"2488",21.5468,3.7224,0,5.6129,11.1913,18.3015,21.9538,0.0516,0.0479,0.5502,0,0.1983,-0.4394,0.0705,0.1758,-0.0093,0.2766,0.3243,0.3279,-0.0363,-0.0361,0,-0.0483,-0.0823,NA,0.1436,0.0489,NA,0.152,0.0773,NA,0.2473,0.1954,NA,0.1969,0.0461,NA,0,0,0.0544,0,-0.0809,-0.0495,-0.024,0.1654,53.202440818991
"394",0,NA,NA,NA,NA,NA,NA,-0.0082,0.1465,0,0,-0.0172,-1145.6717,0,0.8488,0.8402,0.8488,0.8693,0.8693,0.0994,0.0994,0,0.7513,-1.6579,0,0,0,0,0,0,0,0,0,0.1173,0.1573,0.5247,0,0,0,1.3793,0,1.4972,1.1313,0,-0.9368,-33.5664347905435
"3214",12.622,0.8108,0.827,6.5996,8.2129,11.3425,11.3732,0.0327,0.0827,0.3195,0,0.0226,-0.0018,0.2919,-0.0258,0.7023,0.5578,0.1398,0.1398,0.3677,0.3677,0.3707,1.2014,1.21,NA,0,0.5133,NA,-0.0519,0.1943,NA,1.8064,-0.1269,NA,6e-04,-0.0162,NA,-0.0368,0.0783,2.7683,0,0.5634,0.281,0.4155,0,-54.8105542861243
"3413",0,0,0,0.159,0,-0.3937,-0.2551,-0.7303,-0.3924,0,0,0.5597,-0.063,-0.912,-1.6278,-1.6303,-1.6121,-1.6103,-1.6194,8e-04,-0.0112,0,-2.4192,-2.5847,NA,NA,0.2779,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,-0.8193,0,-0.1247,-0.6592,0,0,32.6973674510324
"2760",11.7458,1.1178,1.362,6.6787,13.2368,19.0077,20.3615,0.0863,0.0855,1.3334,0,0.0969,-0.6271,0.0752,0.2593,0.2318,0.2121,0.2181,0.2128,-0.0048,-0.0038,0.2093,-0.0769,-0.0652,0.0341,-0.0028,0.0051,0.0224,0.0578,0.0252,0.0278,0.0187,0.0673,0.0793,0.028,-9e-04,-0.0112,0.0887,0.1102,0,0,0.0097,0.1151,-0.1114,0,0.394578174457146
